response_id,tap_id,tap_type_id,tap_class,month,responder_email,responder_name,responder_department,responder_authority,responded_at,minutes_to_respond,outcome,answer,deflected_to,rationale,quality_score,rated_worth_asking,durable,reversed_at
RSP000137,TAP000191,denial_reason_classification,tactical,2026-04,lbrennan@northharbor.health,Liam Brennan,Revenue Cycle,manager,2026-04-08T15:59:00,57,answered,Clinical / medical necessity,,,0.96,,true,
RSP000138,TAP000192,denial_reason_classification,tactical,2026-04,thoffman@northharbor.health,Tobias Hoffman,Revenue Cycle,ic,2026-04-10T16:26:00,27,answered,Coding or documentation,,,0.88,true,true,
RSP000139,TAP000193,denial_reason_classification,tactical,2026-04,thoffman@northharbor.health,Tobias Hoffman,Revenue Cycle,ic,2026-04-17T13:32:00,79,answered,Timely filing,,,1.0,,true,
RSP000140,TAP000194,denial_reason_classification,tactical,2026-04,thoffman@northharbor.health,Tobias Hoffman,Revenue Cycle,ic,2026-04-27T14:42:00,59,answered,Timely filing,,,1.0,true,true,
RSP000141,TAP000196,encounter_type_mapping,tactical,2026-04,hlindqvist@northharbor.health,Hanna Lindqvist,Clinical Operations,lead,2026-04-27T08:58:00,51,answered,Telehealth,,,0.94,true,true,
RSP000142,TAP000197,encounter_type_mapping,tactical,2026-04,jmwangi@northharbor.health,James Mwangi,Clinical Operations,ic,2026-04-15T15:35:00,72,answered,Observation,,,0.82,true,true,
RSP000143,TAP000198,encounter_type_mapping,tactical,2026-04,jmwangi@northharbor.health,James Mwangi,Clinical Operations,ic,2026-04-25T15:42:00,36,answered,Emergency,,,0.8,true,true,
RSP000144,TAP000199,encounter_type_mapping,tactical,2026-04,obayo@northharbor.health,Olu Bayo,Clinical Operations,ic,2026-04-01T11:37:00,31,answered,Not sure,,see thread,0.45,true,false,
RSP000145,TAP000200,encounter_type_mapping,tactical,2026-04,iharlow@northharbor.health,Ines Harlow,Clinical Operations,ic,2026-04-21T12:52:00,16,answered,Observation,,,0.74,true,true,
RSP000146,TAP000201,encounter_type_mapping,tactical,2026-04,iharlow@northharbor.health,Ines Harlow,Clinical Operations,ic,2026-04-24T17:00:00,58,deflected,,hlindqvist@northharbor.health,,0.69,,false,
RSP000147,TAP000204,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-09T10:51:00,64,answered,PHI -- direct identifier,,,0.84,true,true,
RSP000148,TAP000205,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-18T19:20:00,318,answered,De-identified,,,0.91,,true,
RSP000149,TAP000206,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-01T18:32:00,58,deflected,,mgrant@northharbor.health,,0.79,,false,
RSP000150,TAP000207,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-30T14:09:00,124,answered,Not patient data,,see thread,0.72,true,true,
RSP000151,TAP000210,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-20T17:54:00,185,answered,PHI -- direct identifier,,,0.66,,true,
RSP000152,TAP000211,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-07T23:15:00,575,answered,Not patient data,,see thread,0.89,true,true,
RSP000153,TAP000213,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-01T22:57:00,317,answered,De-identified,,,0.74,true,true,
RSP000154,TAP000214,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-21T15:05:00,101,answered,PHI -- indirect / limited data set,,,0.87,,true,
RSP000155,TAP000215,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-02T11:39:00,18,answered,Not sure -- escalate to privacy,,see thread,0.22,true,false,2026-04-06T11:39:00
RSP000156,TAP000216,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-20T12:49:00,130,answered,Not patient data,,see thread,0.8,,true,
RSP000157,TAP000217,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-16T15:21:00,129,deflected,,bkoval@northharbor.health,,1.0,true,false,
RSP000158,TAP000218,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-11T18:22:00,75,answered,Not sure -- escalate to privacy,,see thread,0.67,,false,2026-04-17T18:22:00
RSP000159,TAP000220,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-14T06:42:00,811,answered,De-identified,,,0.73,true,true,
RSP000160,TAP000221,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-16T18:11:00,103,answered,PHI -- direct identifier,,,0.75,true,true,
RSP000161,TAP000225,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-05T13:05:00,172,answered,PHI -- indirect / limited data set,,,0.97,true,true,
RSP000162,TAP000227,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-19T16:54:00,193,answered,Not sure -- escalate to privacy,,see thread,0.37,,false,2026-05-18T16:54:00
RSP000163,TAP000228,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-21T18:56:00,157,answered,Not sure -- escalate to privacy,,see thread,0.43,,false,2026-05-16T18:56:00
RSP000164,TAP000231,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-23T19:21:00,108,deflected,,vosei@northharbor.health,,0.73,true,false,
RSP000165,TAP000232,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-16T12:10:00,139,answered,PHI -- direct identifier,,,0.94,,true,
RSP000166,TAP000233,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-01T21:56:00,215,answered,De-identified,,,0.88,true,false,
RSP000167,TAP000234,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-05T22:15:00,488,deflected,,vosei@northharbor.health,,0.58,true,false,
RSP000168,TAP000235,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-27T20:03:00,228,answered,Not sure -- escalate to privacy,,see thread,0.37,true,false,
RSP000169,TAP000237,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-17T19:06:00,255,answered,PHI -- direct identifier,,,0.67,true,true,
RSP000170,TAP000238,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-05T16:02:00,130,answered,Not sure -- escalate to privacy,,see thread,0.58,true,false,
RSP000171,TAP000239,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-25T16:12:00,222,answered,Not sure -- escalate to privacy,,see thread,0.41,false,false,
RSP000172,TAP000240,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-28T13:02:00,90,answered,De-identified,,,0.67,true,true,
RSP000173,TAP000241,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-21T12:45:00,106,answered,PHI -- direct identifier,,,0.95,true,true,
RSP000174,TAP000243,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-15T12:18:00,56,answered,PHI -- direct identifier,,,0.72,,true,
RSP000175,TAP000244,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-16T16:50:00,93,answered,PHI -- direct identifier,,,0.63,,true,
RSP000176,TAP000249,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-25T12:57:00,68,answered,De-identified,,,0.83,,true,
RSP000177,TAP000250,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-03T18:09:00,51,answered,Not sure -- escalate to privacy,,see thread,0.45,,false,2026-05-17T18:09:00
RSP000178,TAP000251,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-09T03:16:00,540,answered,PHI -- indirect / limited data set,,,0.88,true,false,
RSP000179,TAP000253,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-09T15:50:00,266,answered,PHI -- indirect / limited data set,,,1.0,true,true,
RSP000180,TAP000254,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-08T12:09:00,60,answered,Not patient data,,see thread,0.86,true,true,
RSP000181,TAP000256,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-02T15:17:00,285,answered,Not patient data,,see thread,0.72,false,true,
RSP000182,TAP000257,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-13T11:05:00,71,answered,Not patient data,,see thread,0.73,,true,
RSP000183,TAP000258,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-26T16:01:00,170,answered,De-identified,,,0.74,true,true,
RSP000184,TAP000259,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-30T11:46:00,24,answered,Not patient data,,see thread,0.91,true,true,
RSP000185,TAP000260,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-10T19:07:00,271,answered,Not sure -- escalate to privacy,,see thread,0.5,true,false,
RSP000186,TAP000261,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-27T14:33:00,79,answered,Not patient data,,see thread,0.91,false,true,
RSP000187,TAP000264,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-16T22:11:00,545,answered,PHI -- indirect / limited data set,,,0.81,false,true,
RSP000188,TAP000265,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-07T11:18:00,80,answered,Not patient data,,see thread,0.9,false,true,
RSP000189,TAP000266,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-08T17:23:00,66,deflected,,rsantos@northharbor.health,,0.67,true,false,
RSP000190,TAP000267,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-07T10:49:00,54,deflected,,rsantos@northharbor.health,,0.81,true,false,
RSP000191,TAP000268,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-23T10:09:00,84,answered,Not sure -- escalate to privacy,,see thread,0.63,false,false,
RSP000192,TAP000271,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-10T12:46:00,176,answered,Not sure -- escalate to privacy,,see thread,0.35,false,false,
RSP000193,TAP000272,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-28T15:24:00,42,deflected,,rsantos@northharbor.health,,0.69,,false,
RSP000194,TAP000273,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-06T11:51:00,67,deflected,,rsantos@northharbor.health,,0.83,true,false,
RSP000195,TAP000274,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-20T15:57:00,123,answered,Not patient data,,see thread,0.81,false,false,
RSP000196,TAP000275,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-01T11:35:00,173,answered,PHI -- direct identifier,,,1.0,,true,
RSP000197,TAP000276,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-30T15:21:00,151,answered,Not patient data,,see thread,0.76,true,true,
RSP000198,TAP000279,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-09T16:11:00,165,answered,Not sure -- escalate to privacy,,see thread,0.42,true,false,2026-05-13T16:11:00
RSP000199,TAP000281,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-25T20:05:00,82,answered,De-identified,,,0.9,true,true,
RSP000200,TAP000282,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-10T16:42:00,37,answered,Not sure -- escalate to privacy,,see thread,0.34,,false,2026-04-20T16:42:00
RSP000201,TAP000283,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-23T02:08:00,764,answered,Not sure -- escalate to privacy,,see thread,0.4,,false,
RSP000202,TAP000284,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-12T12:45:00,41,deflected,,mgrant@northharbor.health,,1.0,true,false,
RSP000203,TAP000286,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-22T11:47:00,134,answered,PHI -- indirect / limited data set,,,1.0,,true,
RSP000204,TAP000287,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-21T11:09:00,57,answered,De-identified,,,0.64,true,true,
RSP000205,TAP000288,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-04T08:52:00,54,answered,PHI -- indirect / limited data set,,,0.65,,true,
RSP000206,TAP000291,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-15T17:38:00,325,answered,PHI -- indirect / limited data set,,,0.8,true,false,2026-04-21T17:38:00
RSP000207,TAP000297,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-20T15:18:00,344,answered,PHI -- direct identifier,,,0.75,true,true,
RSP000208,TAP000298,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-23T12:06:00,115,answered,Not patient data,,see thread,0.93,true,true,
RSP000209,TAP000299,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-28T12:34:00,54,answered,De-identified,,,0.91,,true,
RSP000210,TAP000303,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-20T09:25:00,90,answered,PHI -- indirect / limited data set,,,0.97,true,true,
RSP000211,TAP000304,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-20T00:04:00,459,answered,De-identified,,,0.94,true,true,
RSP000212,TAP000307,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-18T21:20:00,305,answered,Not sure -- escalate to privacy,,see thread,0.33,true,false,
RSP000213,TAP000308,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-15T14:15:00,88,answered,De-identified,,,0.78,,true,
RSP000214,TAP000309,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-25T10:31:00,96,answered,PHI -- direct identifier,,,0.84,,true,
RSP000215,TAP000310,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-03T11:06:00,105,answered,Not sure -- escalate to privacy,,see thread,0.4,,false,
RSP000216,TAP000311,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-28T20:33:00,305,answered,De-identified,,,0.79,true,true,
RSP000217,TAP000312,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-04T14:55:00,77,answered,De-identified,,,0.86,true,true,
RSP000218,TAP000314,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-04T10:36:00,52,answered,PHI -- direct identifier,,,1.0,true,true,
RSP000219,TAP000315,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-13T19:20:00,197,answered,De-identified,,,1.0,true,true,
RSP000220,TAP000316,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-15T12:08:00,158,answered,PHI -- indirect / limited data set,,,0.72,true,true,
RSP000221,TAP000318,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-06T16:09:00,290,answered,PHI -- direct identifier,,,0.81,,true,
RSP000222,TAP000319,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-18T12:57:00,160,answered,Not patient data,,see thread,0.71,,true,
RSP000223,TAP000320,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-09T14:00:00,323,answered,PHI -- indirect / limited data set,,,0.69,true,true,
RSP000224,TAP000321,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-28T13:01:00,139,answered,Not sure -- escalate to privacy,,see thread,0.62,true,false,2026-05-30T13:01:00
RSP000225,TAP000322,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-03T00:35:00,442,answered,PHI -- direct identifier,,,0.85,true,true,
RSP000226,TAP000324,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-05T15:18:00,202,answered,PHI -- indirect / limited data set,,,0.93,,false,
RSP000227,TAP000325,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-11T14:01:00,69,answered,PHI -- direct identifier,,,0.87,true,true,
RSP000228,TAP000326,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-06T05:46:00,1146,answered,Not patient data,,see thread,0.8,true,true,
RSP000229,TAP000327,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-06T16:08:00,116,answered,De-identified,,,0.91,,true,
RSP000230,TAP000328,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-11T14:59:00,74,answered,Not sure -- escalate to privacy,,see thread,0.47,true,false,2026-05-11T14:59:00
RSP000231,TAP000329,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-21T17:10:00,63,deflected,,mgrant@northharbor.health,,0.89,,false,
RSP000232,TAP000330,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-23T13:55:00,187,answered,De-identified,,,0.59,true,true,
RSP000233,TAP000331,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-20T14:45:00,136,answered,Not patient data,,see thread,0.66,,true,
RSP000234,TAP000332,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-14T16:13:00,420,deflected,,vosei@northharbor.health,,0.81,,false,
RSP000235,TAP000333,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-26T13:11:00,157,answered,PHI -- direct identifier,,,0.75,true,true,
RSP000236,TAP000334,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-06T18:32:00,481,answered,Not sure -- escalate to privacy,,see thread,0.37,false,false,
RSP000237,TAP000335,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-09T21:14:00,254,answered,De-identified,,,0.92,,true,
RSP000238,TAP000337,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-30T10:39:00,70,answered,Not sure -- escalate to privacy,,see thread,0.6,true,false,
RSP000239,TAP000338,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-27T12:27:00,31,answered,Not patient data,,see thread,0.68,true,true,
RSP000240,TAP000339,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-28T11:53:00,211,answered,De-identified,,,1.0,,true,
RSP000241,TAP000341,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-21T22:24:00,353,answered,PHI -- direct identifier,,,0.69,,true,
RSP000242,TAP000342,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-20T22:51:00,319,answered,PHI -- indirect / limited data set,,,0.92,,true,
RSP000243,TAP000343,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-18T12:11:00,36,answered,De-identified,,,0.9,true,true,
RSP000244,TAP000345,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-04T15:04:00,191,answered,Not patient data,,see thread,0.97,,true,
RSP000245,TAP000346,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-15T17:18:00,417,answered,De-identified,,,0.78,true,true,
RSP000246,TAP000347,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-07T14:31:00,35,answered,De-identified,,,0.69,true,true,
RSP000247,TAP000348,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-11T06:15:00,860,answered,PHI -- indirect / limited data set,,,0.73,,false,
RSP000248,TAP000349,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-03T17:13:00,59,deflected,,vosei@northharbor.health,,0.98,true,false,
RSP000249,TAP000350,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-25T02:08:00,666,answered,De-identified,,,0.81,,true,
RSP000250,TAP000351,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-12T19:32:00,223,answered,De-identified,,,0.88,,false,
RSP000251,TAP000352,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-19T19:39:00,568,answered,Not patient data,,see thread,0.98,true,true,
RSP000252,TAP000353,phi_column_classification,tactical,2026-04,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-04-01T17:03:00,314,answered,PHI -- direct identifier,,,0.71,,true,
RSP000253,TAP000356,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-11T13:37:00,270,answered,Not sure -- escalate to privacy,,see thread,0.5,,false,2026-05-18T13:37:00
RSP000254,TAP000357,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-14T20:24:00,367,answered,PHI -- indirect / limited data set,,,0.8,,true,
RSP000255,TAP000358,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-17T00:13:00,352,answered,PHI -- direct identifier,,,0.79,,true,
RSP000256,TAP000359,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-20T16:55:00,109,answered,Not patient data,,see thread,0.79,true,true,
RSP000257,TAP000360,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-15T14:27:00,45,answered,Not sure -- escalate to privacy,,see thread,0.6,true,false,2026-06-07T14:27:00
RSP000258,TAP000361,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-18T14:41:00,249,answered,PHI -- direct identifier,,,0.73,true,true,
RSP000259,TAP000362,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-21T18:51:00,12,answered,Not patient data,,see thread,0.8,true,false,2026-06-03T18:51:00
RSP000260,TAP000363,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-10T17:39:00,442,answered,PHI -- direct identifier,,,0.97,true,true,
RSP000261,TAP000364,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-30T17:26:00,134,answered,PHI -- indirect / limited data set,,,0.8,,true,
RSP000262,TAP000366,phi_column_classification,tactical,2026-04,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-04-11T17:38:00,92,answered,PHI -- indirect / limited data set,,,1.0,true,true,
RSP000263,TAP000367,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-11T15:52:00,96,answered,De-identified,,,0.82,true,true,
RSP000264,TAP000368,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-20T22:47:00,301,deflected,,vosei@northharbor.health,,0.57,,false,
RSP000265,TAP000369,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-11T18:56:00,369,answered,PHI -- direct identifier,,,1.0,true,true,
RSP000266,TAP000370,phi_column_classification,tactical,2026-04,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-04-19T11:05:00,60,answered,PHI -- indirect / limited data set,,,0.81,,true,
RSP000267,TAP000371,revenue_definition_change,strategic,2026-04,rmarsh@northharbor.health,Robert Marsh,Finance,cxo,2026-04-20T07:02:00,297,answered,"Yes, make it canonical",,,0.74,,true,
RSP000268,TAP000372,revenue_definition_change,strategic,2026-04,rmarsh@northharbor.health,Robert Marsh,Finance,cxo,2026-04-24T08:10:00,517,answered,Not my call -- needs a finance review meeting,,see thread,0.9,true,true,
RSP000269,TAP000373,revenue_definition_change,strategic,2026-04,rmarsh@northharbor.health,Robert Marsh,Finance,cxo,2026-04-26T01:28:00,787,answered,Not my call -- needs a finance review meeting,,see thread,0.89,true,true,
RSP000270,TAP000374,revenue_definition_change,strategic,2026-04,rmarsh@northharbor.health,Robert Marsh,Finance,cxo,2026-05-01T10:08:00,723,answered,"No, revert to the previous definition",,see thread,0.71,true,true,
RSP000271,TAP000375,revenue_definition_change,strategic,2026-04,rmarsh@northharbor.health,Robert Marsh,Finance,cxo,2026-04-05T20:00:00,476,answered,Not my call -- needs a finance review meeting,,see thread,0.8,true,true,
RSP000272,TAP000376,denial_reason_classification,tactical,2026-05,nabara@northharbor.health,Nkechi Abara,Revenue Cycle,ic,2026-05-27T11:54:00,35,answered,Authorization or referral,,,0.94,true,true,
RSP000273,TAP000377,denial_reason_classification,tactical,2026-05,lbrennan@northharbor.health,Liam Brennan,Revenue Cycle,manager,2026-05-25T09:29:00,77,answered,Clinical / medical necessity,,,0.99,true,true,
RSP000274,TAP000378,denial_reason_classification,tactical,2026-05,thoffman@northharbor.health,Tobias Hoffman,Revenue Cycle,ic,2026-05-28T14:06:00,183,answered,Coding or documentation,,,1.0,true,true,
RSP000275,TAP000379,denial_reason_classification,tactical,2026-05,nabara@northharbor.health,Nkechi Abara,Revenue Cycle,ic,2026-05-01T18:15:00,62,answered,Coding or documentation,,,0.64,,true,
RSP000276,TAP000380,denial_reason_classification,tactical,2026-05,thoffman@northharbor.health,Tobias Hoffman,Revenue Cycle,ic,2026-05-05T12:29:00,152,answered,Authorization or referral,,,0.74,,true,
RSP000277,TAP000381,denial_reason_classification,tactical,2026-05,nabara@northharbor.health,Nkechi Abara,Revenue Cycle,ic,2026-05-07T16:22:00,12,answered,Clinical / medical necessity,,,0.82,true,true,
RSP000278,TAP000385,denial_reason_classification,tactical,2026-05,mdiallo@northharbor.health,Mariam Diallo,Revenue Cycle,ic,2026-05-26T16:14:00,23,answered,Not sure -- route to a coder,,see thread,0.4,true,false,
