entry_id,tap_id,employee_email,employee_name,department,authority_level,quarter,month,tap_type_id,tap_class,points,amount_usd,status
INC000179,TAP000392,apereira@northharbor.health,Ana Pereira,Clinical Operations,ic,FY27-Q2,2026-05,encounter_type_mapping,tactical,0.8,9.6,paid
INC000180,TAP000393,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000181,TAP000397,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000182,TAP000398,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000183,TAP000399,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000184,TAP000405,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000185,TAP000406,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000186,TAP000409,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000187,TAP000410,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000188,TAP000413,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000189,TAP000414,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000190,TAP000416,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000191,TAP000417,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000192,TAP000420,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000193,TAP000421,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000194,TAP000423,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000195,TAP000427,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000196,TAP000433,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000197,TAP000434,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000198,TAP000435,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000199,TAP000436,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000200,TAP000437,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000201,TAP000438,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000202,TAP000439,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000203,TAP000440,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000204,TAP000443,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000205,TAP000444,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000206,TAP000445,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000207,TAP000447,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000208,TAP000448,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000209,TAP000449,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000210,TAP000451,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000211,TAP000455,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000212,TAP000458,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000213,TAP000459,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000214,TAP000463,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000215,TAP000464,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000216,TAP000465,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000217,TAP000467,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000218,TAP000471,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000219,TAP000472,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000220,TAP000474,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000221,TAP000475,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000222,TAP000477,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000223,TAP000479,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000224,TAP000481,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000225,TAP000487,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000226,TAP000489,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000227,TAP000490,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000228,TAP000491,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000229,TAP000492,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000230,TAP000494,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000231,TAP000495,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000232,TAP000497,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000233,TAP000499,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000234,TAP000504,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000235,TAP000505,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000236,TAP000506,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000237,TAP000508,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000238,TAP000511,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000239,TAP000512,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000240,TAP000514,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000241,TAP000515,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000242,TAP000517,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000243,TAP000518,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000244,TAP000521,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000245,TAP000524,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000246,TAP000526,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000247,TAP000528,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000248,TAP000532,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000249,TAP000533,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000250,TAP000537,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000251,TAP000540,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000252,TAP000543,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000253,TAP000547,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000254,TAP000548,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000255,TAP000551,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000256,TAP000552,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000257,TAP000553,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000258,TAP000556,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000259,TAP000559,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000260,TAP000564,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-05,phi_column_classification,tactical,1.2,14.4,paid
INC000261,TAP000572,sramirez@northharbor.health,Sofia Ramirez,Clinical Operations,director,FY27-Q2,2026-05,quality_measure_criteria,strategic,6.75,81.0,paid
INC000262,TAP000574,sramirez@northharbor.health,Sofia Ramirez,Clinical Operations,director,FY27-Q2,2026-05,quality_measure_criteria,strategic,6.75,81.0,paid
INC000263,TAP000576,nabara@northharbor.health,Nkechi Abara,Revenue Cycle,ic,FY27-Q2,2026-06,denial_reason_classification,tactical,0.5,6.0,paid
INC000264,TAP000578,nabara@northharbor.health,Nkechi Abara,Revenue Cycle,ic,FY27-Q2,2026-06,denial_reason_classification,tactical,0.5,6.0,paid
INC000265,TAP000580,ysong@northharbor.health,Yuna Song,Revenue Cycle,lead,FY27-Q2,2026-06,denial_reason_classification,tactical,0.5,6.0,paid
INC000266,TAP000582,nabara@northharbor.health,Nkechi Abara,Revenue Cycle,ic,FY27-Q2,2026-06,denial_reason_classification,tactical,0.5,6.0,paid
INC000267,TAP000585,thoffman@northharbor.health,Tobias Hoffman,Revenue Cycle,ic,FY27-Q2,2026-06,denial_reason_classification,tactical,0.5,6.0,paid
INC000268,TAP000586,jmwangi@northharbor.health,James Mwangi,Clinical Operations,ic,FY27-Q2,2026-06,encounter_type_mapping,tactical,0.8,9.6,paid
INC000269,TAP000587,dschultz@northharbor.health,Dana Schultz,Clinical Operations,ic,FY27-Q2,2026-06,encounter_type_mapping,tactical,0.8,9.6,paid
INC000270,TAP000588,hlindqvist@northharbor.health,Hanna Lindqvist,Clinical Operations,lead,FY27-Q2,2026-06,encounter_type_mapping,tactical,0.8,9.6,paid
INC000271,TAP000589,dschultz@northharbor.health,Dana Schultz,Clinical Operations,ic,FY27-Q2,2026-06,encounter_type_mapping,tactical,0.8,9.6,paid
INC000272,TAP000592,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000273,TAP000596,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000274,TAP000601,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000275,TAP000604,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000276,TAP000605,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000277,TAP000610,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000278,TAP000611,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000279,TAP000613,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000280,TAP000614,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000281,TAP000615,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000282,TAP000620,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000283,TAP000621,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000284,TAP000622,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000285,TAP000623,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000286,TAP000624,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000287,TAP000629,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000288,TAP000631,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000289,TAP000633,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000290,TAP000635,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000291,TAP000636,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000292,TAP000639,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000293,TAP000640,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000294,TAP000642,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000295,TAP000644,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000296,TAP000645,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000297,TAP000647,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000298,TAP000650,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000299,TAP000651,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000300,TAP000652,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000301,TAP000655,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000302,TAP000656,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000303,TAP000658,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000304,TAP000659,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000305,TAP000662,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000306,TAP000664,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000307,TAP000665,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000308,TAP000666,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000309,TAP000670,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000310,TAP000671,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000311,TAP000674,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000312,TAP000678,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000313,TAP000680,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000314,TAP000681,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000315,TAP000685,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000316,TAP000686,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000317,TAP000689,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000318,TAP000691,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000319,TAP000693,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000320,TAP000695,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000321,TAP000700,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000322,TAP000702,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000323,TAP000703,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000324,TAP000704,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000325,TAP000709,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000326,TAP000711,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000327,TAP000712,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000328,TAP000717,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000329,TAP000718,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000330,TAP000720,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000331,TAP000721,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000332,TAP000722,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000333,TAP000725,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000334,TAP000727,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000335,TAP000729,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000336,TAP000731,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000337,TAP000732,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000338,TAP000733,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000339,TAP000734,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000340,TAP000735,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000341,TAP000737,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000342,TAP000738,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000343,TAP000739,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000344,TAP000742,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,2.4,capped
INC000345,TAP000743,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000346,TAP000745,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,0.0,capped
INC000347,TAP000748,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,0.0,capped
INC000348,TAP000749,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,0.0,capped
INC000349,TAP000752,vosei@northharbor.health,Vera Osei,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000350,TAP000753,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,0.0,capped
INC000351,TAP000754,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,0.0,capped
INC000352,TAP000755,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,0.0,capped
INC000353,TAP000757,rsantos@northharbor.health,Rita Santos,Compliance,manager,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,14.4,paid
INC000354,TAP000759,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,0.0,capped
INC000355,TAP000761,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,0.0,capped
INC000356,TAP000762,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,0.0,capped
INC000357,TAP000763,bkoval@northharbor.health,Boris Koval,Compliance,ic,FY27-Q2,2026-06,phi_column_classification,tactical,1.2,0.0,capped
INC000358,TAP000773,sramirez@northharbor.health,Sofia Ramirez,Clinical Operations,director,FY27-Q2,2026-06,quality_measure_criteria,strategic,6.75,81.0,paid
INC000359,TAP000775,mkeller@northharbor.health,Marcus Keller,Data Platform,lead,FY27-Q2,2026-06,source_freshness_ownership,tactical,1.5,18.0,paid
INC000360,TAP000776,mkeller@northharbor.health,Marcus Keller,Data Platform,lead,FY27-Q2,2026-06,source_freshness_ownership,tactical,1.5,18.0,paid
INC000361,TAP000777,hyusuf@northharbor.health,Hana Yusuf,Data Platform,manager,FY27-Q2,2026-06,source_freshness_ownership,tactical,1.5,18.0,paid
INC000362,TAP000778,mkeller@northharbor.health,Marcus Keller,Data Platform,lead,FY27-Q2,2026-06,source_freshness_ownership,tactical,1.5,18.0,paid
INC000363,TAP000779,mkeller@northharbor.health,Marcus Keller,Data Platform,lead,FY27-Q2,2026-06,source_freshness_ownership,tactical,1.5,18.0,paid
INC000364,TAP000780,mkeller@northharbor.health,Marcus Keller,Data Platform,lead,FY27-Q2,2026-06,source_freshness_ownership,tactical,1.5,18.0,paid
INC000365,TAP000781,hyusuf@northharbor.health,Hana Yusuf,Data Platform,manager,FY27-Q2,2026-06,source_freshness_ownership,tactical,1.5,18.0,paid
