writeback_id,tap_id,tap_type_id,tap_class,target,artifact_ref,status,created_at,landed_at,reviewer_email,batched
WBK000171,TAP000265,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1371,merged,2026-04-07T11:18:00,2026-04-08T20:49:00,ptran@northharbor.health,true
WBK000172,TAP000268,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1372,merged,2026-04-23T10:09:00,2026-04-24T01:12:00,dpalmer@northharbor.health,true
WBK000173,TAP000271,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1373,merged,2026-04-10T12:46:00,2026-04-10T19:44:00,ptran@northharbor.health,true
WBK000174,TAP000274,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1374,merged,2026-04-20T15:57:00,2026-04-20T21:01:00,dpalmer@northharbor.health,true
WBK000175,TAP000275,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1375,open,2026-04-01T11:35:00,,egarrido@northharbor.health,true
WBK000176,TAP000276,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1376,merged,2026-04-30T15:21:00,2026-04-30T17:47:00,hyusuf@northharbor.health,true
WBK000177,TAP000279,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1377,merged,2026-04-09T16:11:00,2026-04-11T11:16:00,ptran@northharbor.health,true
WBK000178,TAP000281,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1378,merged,2026-04-25T20:05:00,2026-04-26T21:10:00,dpalmer@northharbor.health,true
WBK000179,TAP000282,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1379,merged,2026-04-10T16:42:00,2026-04-11T23:16:00,ptran@northharbor.health,true
WBK000180,TAP000283,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1380,merged,2026-04-23T02:08:00,2026-04-23T19:26:00,egarrido@northharbor.health,true
WBK000181,TAP000286,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1381,merged,2026-04-22T11:47:00,2026-04-23T08:08:00,swhitaker@northharbor.health,true
WBK000182,TAP000287,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1382,open,2026-04-21T11:09:00,,dpalmer@northharbor.health,true
WBK000183,TAP000288,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1383,merged,2026-04-04T08:52:00,2026-04-06T02:50:00,hyusuf@northharbor.health,true
WBK000184,TAP000291,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1384,merged,2026-04-15T17:38:00,2026-04-17T12:31:00,egarrido@northharbor.health,true
WBK000185,TAP000297,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1385,merged,2026-04-20T15:18:00,2026-04-20T22:05:00,egarrido@northharbor.health,true
WBK000186,TAP000298,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1386,merged,2026-04-23T12:06:00,2026-04-25T04:28:00,hyusuf@northharbor.health,true
WBK000187,TAP000299,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1387,closed,2026-04-28T12:34:00,,hyusuf@northharbor.health,true
WBK000188,TAP000303,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1388,merged,2026-04-20T09:25:00,2026-04-21T01:05:00,hyusuf@northharbor.health,true
WBK000189,TAP000304,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1389,merged,2026-04-20T00:04:00,2026-04-21T00:02:00,dpalmer@northharbor.health,true
WBK000190,TAP000307,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1390,merged,2026-04-18T21:20:00,2026-04-20T05:53:00,hyusuf@northharbor.health,true
WBK000191,TAP000308,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1391,merged,2026-04-15T14:15:00,2026-04-17T00:29:00,swhitaker@northharbor.health,true
WBK000192,TAP000309,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1392,merged,2026-04-25T10:31:00,2026-04-25T12:02:00,hyusuf@northharbor.health,true
WBK000193,TAP000310,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1393,merged,2026-04-03T11:06:00,2026-04-04T11:21:00,swhitaker@northharbor.health,true
WBK000194,TAP000311,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1394,merged,2026-04-28T20:33:00,2026-04-29T11:36:00,dpalmer@northharbor.health,true
WBK000195,TAP000312,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1395,merged,2026-04-04T14:55:00,2026-04-05T01:36:00,mkeller@northharbor.health,true
WBK000196,TAP000314,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1396,merged,2026-04-04T10:36:00,2026-04-05T12:23:00,dpalmer@northharbor.health,true
WBK000197,TAP000315,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1397,merged,2026-04-13T19:20:00,2026-04-15T13:34:00,mkeller@northharbor.health,true
WBK000198,TAP000316,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1398,merged,2026-04-15T12:08:00,2026-04-16T23:13:00,ptran@northharbor.health,true
WBK000199,TAP000318,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1399,merged,2026-04-06T16:09:00,2026-04-08T05:50:00,dpalmer@northharbor.health,true
WBK000200,TAP000319,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1400,merged,2026-04-18T12:57:00,2026-04-19T13:10:00,egarrido@northharbor.health,true
WBK000201,TAP000320,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1401,merged,2026-04-09T14:00:00,2026-04-09T22:52:00,hyusuf@northharbor.health,true
WBK000202,TAP000321,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1402,merged,2026-04-28T13:01:00,2026-04-30T02:30:00,ptran@northharbor.health,true
WBK000203,TAP000322,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1403,merged,2026-04-03T00:35:00,2026-04-04T12:06:00,swhitaker@northharbor.health,true
WBK000204,TAP000324,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1404,merged,2026-04-05T15:18:00,2026-04-06T08:55:00,hyusuf@northharbor.health,true
WBK000205,TAP000325,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1405,merged,2026-04-11T14:01:00,2026-04-12T13:45:00,dpalmer@northharbor.health,true
WBK000206,TAP000326,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1406,merged,2026-04-06T05:46:00,2026-04-07T15:36:00,egarrido@northharbor.health,true
WBK000207,TAP000327,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1407,merged,2026-04-06T16:08:00,2026-04-07T02:13:00,swhitaker@northharbor.health,true
WBK000208,TAP000328,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1408,merged,2026-04-11T14:59:00,2026-04-11T18:44:00,egarrido@northharbor.health,true
WBK000209,TAP000330,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1409,merged,2026-04-23T13:55:00,2026-04-24T02:46:00,mkeller@northharbor.health,true
WBK000210,TAP000331,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1410,merged,2026-04-20T14:45:00,2026-04-22T09:47:00,mkeller@northharbor.health,true
WBK000211,TAP000333,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1411,merged,2026-04-26T13:11:00,2026-04-26T14:55:00,hyusuf@northharbor.health,true
WBK000212,TAP000334,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1412,merged,2026-04-06T18:32:00,2026-04-06T22:54:00,dpalmer@northharbor.health,true
WBK000213,TAP000335,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1413,merged,2026-04-09T21:14:00,2026-04-09T22:01:00,dpalmer@northharbor.health,true
WBK000214,TAP000337,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1414,merged,2026-04-30T10:39:00,2026-05-01T02:48:00,swhitaker@northharbor.health,true
WBK000215,TAP000338,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1415,merged,2026-04-27T12:27:00,2026-04-29T02:26:00,ptran@northharbor.health,true
WBK000216,TAP000339,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1416,open,2026-04-28T11:53:00,,mkeller@northharbor.health,true
WBK000217,TAP000341,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1417,merged,2026-04-21T22:24:00,2026-04-23T01:38:00,hyusuf@northharbor.health,true
WBK000218,TAP000342,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1418,merged,2026-04-20T22:51:00,2026-04-21T23:37:00,egarrido@northharbor.health,true
WBK000219,TAP000343,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1419,merged,2026-04-18T12:11:00,2026-04-19T13:04:00,swhitaker@northharbor.health,true
WBK000220,TAP000345,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1420,merged,2026-04-04T15:04:00,2026-04-05T17:57:00,mkeller@northharbor.health,true
WBK000221,TAP000346,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1421,merged,2026-04-15T17:18:00,2026-04-16T21:04:00,swhitaker@northharbor.health,true
WBK000222,TAP000347,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1422,merged,2026-04-07T14:31:00,2026-04-08T04:01:00,ptran@northharbor.health,true
WBK000223,TAP000348,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1423,merged,2026-04-11T06:15:00,2026-04-11T10:47:00,ptran@northharbor.health,true
WBK000224,TAP000350,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1424,merged,2026-04-25T02:08:00,2026-04-26T03:34:00,swhitaker@northharbor.health,true
WBK000225,TAP000351,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1425,merged,2026-04-12T19:32:00,2026-04-14T12:09:00,ptran@northharbor.health,true
WBK000226,TAP000352,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1426,merged,2026-04-19T19:39:00,2026-04-20T14:12:00,mkeller@northharbor.health,true
WBK000227,TAP000353,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1427,merged,2026-04-01T17:03:00,2026-04-02T10:13:00,swhitaker@northharbor.health,true
WBK000228,TAP000356,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1428,merged,2026-04-11T13:37:00,2026-04-12T20:04:00,hyusuf@northharbor.health,true
WBK000229,TAP000357,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1429,merged,2026-04-14T20:24:00,2026-04-15T03:41:00,swhitaker@northharbor.health,true
WBK000230,TAP000358,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1430,merged,2026-04-17T00:13:00,2026-04-18T13:24:00,ptran@northharbor.health,true
WBK000231,TAP000359,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1431,merged,2026-04-20T16:55:00,2026-04-21T23:33:00,ptran@northharbor.health,true
WBK000232,TAP000360,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1432,merged,2026-04-15T14:27:00,2026-04-15T19:08:00,dpalmer@northharbor.health,true
WBK000233,TAP000361,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1433,merged,2026-04-18T14:41:00,2026-04-18T20:17:00,hyusuf@northharbor.health,true
WBK000234,TAP000362,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1434,open,2026-04-21T18:51:00,,ptran@northharbor.health,true
WBK000235,TAP000363,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1435,merged,2026-04-10T17:39:00,2026-04-11T11:14:00,swhitaker@northharbor.health,true
WBK000236,TAP000364,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1436,merged,2026-04-30T17:26:00,2026-05-01T06:12:00,hyusuf@northharbor.health,true
WBK000237,TAP000366,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1437,merged,2026-04-11T17:38:00,2026-04-12T14:26:00,mkeller@northharbor.health,true
WBK000238,TAP000367,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1438,merged,2026-04-11T15:52:00,2026-04-12T05:45:00,swhitaker@northharbor.health,true
WBK000239,TAP000369,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1439,merged,2026-04-11T18:56:00,2026-04-13T01:42:00,ptran@northharbor.health,true
WBK000240,TAP000370,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1440,merged,2026-04-19T11:05:00,2026-04-20T05:55:00,egarrido@northharbor.health,true
WBK000241,TAP000371,revenue_definition_change,strategic,pull_request,northharbor/dbt-healthcare-analytics#1441,merged,2026-04-20T07:02:00,2026-04-20T19:21:00,ptran@northharbor.health,false
WBK000242,TAP000372,revenue_definition_change,strategic,pull_request,northharbor/dbt-healthcare-analytics#1442,open,2026-04-24T08:10:00,,hyusuf@northharbor.health,false
WBK000243,TAP000373,revenue_definition_change,strategic,pull_request,northharbor/dbt-healthcare-analytics#1443,merged,2026-04-26T01:28:00,2026-04-27T00:14:00,mkeller@northharbor.health,false
WBK000244,TAP000374,revenue_definition_change,strategic,pull_request,northharbor/dbt-healthcare-analytics#1444,merged,2026-05-01T10:08:00,2026-05-02T16:15:00,dpalmer@northharbor.health,false
WBK000245,TAP000375,revenue_definition_change,strategic,pull_request,northharbor/dbt-healthcare-analytics#1445,merged,2026-04-05T20:00:00,2026-04-06T19:45:00,ptran@northharbor.health,false
WBK000246,TAP000376,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-05-27T11:54:00,2026-05-27T11:54:00,,true
WBK000247,TAP000377,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-05-25T09:29:00,2026-05-25T09:29:00,,true
WBK000248,TAP000378,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-05-28T14:06:00,2026-05-28T14:06:00,,true
WBK000249,TAP000379,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-05-01T18:15:00,2026-05-01T18:15:00,,true
WBK000250,TAP000380,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-05-05T12:29:00,2026-05-05T12:29:00,,true
WBK000251,TAP000381,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-05-07T16:22:00,2026-05-07T16:22:00,,true
WBK000252,TAP000385,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-05-26T16:14:00,2026-05-26T16:14:00,,true
WBK000253,TAP000386,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-05-11T13:11:00,2026-05-11T13:11:00,,true
WBK000254,TAP000387,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-05-02T15:55:00,2026-05-02T15:55:00,,true
WBK000255,TAP000390,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-05-16T16:28:00,2026-05-16T16:28:00,,true
WBK000256,TAP000391,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-05-17T01:13:00,2026-05-17T01:13:00,,true
WBK000257,TAP000392,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-05-04T15:27:00,2026-05-04T15:27:00,,true
WBK000258,TAP000393,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1458,merged,2026-05-03T20:32:00,2026-05-04T15:15:00,hyusuf@northharbor.health,true
WBK000259,TAP000395,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1459,closed,2026-05-24T18:51:00,,mkeller@northharbor.health,true
WBK000260,TAP000397,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1460,merged,2026-05-26T17:03:00,2026-05-27T11:02:00,hyusuf@northharbor.health,true
WBK000261,TAP000398,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1461,merged,2026-05-29T15:33:00,2026-05-30T18:56:00,hyusuf@northharbor.health,true
WBK000262,TAP000399,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1462,merged,2026-05-21T18:00:00,2026-05-22T12:37:00,ptran@northharbor.health,true
WBK000263,TAP000400,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1463,merged,2026-05-08T13:52:00,2026-05-09T14:16:00,ptran@northharbor.health,true
WBK000264,TAP000403,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1464,merged,2026-05-14T02:37:00,2026-05-14T07:29:00,ptran@northharbor.health,true
WBK000265,TAP000405,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1465,merged,2026-05-28T13:39:00,2026-05-29T12:44:00,hyusuf@northharbor.health,true
WBK000266,TAP000406,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1466,open,2026-05-08T18:44:00,,swhitaker@northharbor.health,true
WBK000267,TAP000407,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1467,merged,2026-05-20T17:53:00,2026-05-21T06:24:00,swhitaker@northharbor.health,true
WBK000268,TAP000409,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1468,merged,2026-05-23T11:51:00,2026-05-24T19:06:00,ptran@northharbor.health,true
WBK000269,TAP000410,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1469,merged,2026-05-23T00:03:00,2026-05-24T06:39:00,swhitaker@northharbor.health,true
WBK000270,TAP000413,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1470,merged,2026-05-24T13:42:00,2026-05-26T06:03:00,ptran@northharbor.health,true
WBK000271,TAP000414,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1471,merged,2026-05-23T15:25:00,2026-05-25T08:37:00,egarrido@northharbor.health,true
WBK000272,TAP000415,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1472,merged,2026-05-21T12:39:00,2026-05-21T15:23:00,mkeller@northharbor.health,true
WBK000273,TAP000416,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1473,merged,2026-05-13T15:05:00,2026-05-15T07:59:00,swhitaker@northharbor.health,true
WBK000274,TAP000417,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1474,closed,2026-05-30T00:55:00,,hyusuf@northharbor.health,true
WBK000275,TAP000418,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1475,merged,2026-05-05T19:29:00,2026-05-07T04:11:00,ptran@northharbor.health,true
WBK000276,TAP000420,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1476,merged,2026-05-07T17:24:00,2026-05-07T23:50:00,mkeller@northharbor.health,true
WBK000277,TAP000421,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1477,closed,2026-05-27T17:34:00,,dpalmer@northharbor.health,true
WBK000278,TAP000423,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1478,merged,2026-05-28T15:01:00,2026-05-29T18:54:00,egarrido@northharbor.health,true
WBK000279,TAP000424,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1479,merged,2026-05-31T13:52:00,2026-06-01T20:30:00,swhitaker@northharbor.health,true
WBK000280,TAP000427,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1480,merged,2026-05-15T14:36:00,2026-05-16T10:18:00,ptran@northharbor.health,true
WBK000281,TAP000432,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1481,closed,2026-05-15T15:30:00,,egarrido@northharbor.health,true
WBK000282,TAP000433,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1482,open,2026-05-26T12:30:00,,mkeller@northharbor.health,true
WBK000283,TAP000434,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1483,merged,2026-05-11T20:12:00,2026-05-12T07:51:00,egarrido@northharbor.health,true
WBK000284,TAP000435,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1484,merged,2026-05-08T14:53:00,2026-05-09T16:47:00,egarrido@northharbor.health,true
WBK000285,TAP000436,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1485,merged,2026-05-15T15:32:00,2026-05-16T03:22:00,mkeller@northharbor.health,true
WBK000286,TAP000437,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1486,merged,2026-05-15T15:02:00,2026-05-16T04:07:00,dpalmer@northharbor.health,true
WBK000287,TAP000438,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1487,merged,2026-05-22T17:33:00,2026-05-23T01:12:00,dpalmer@northharbor.health,true
WBK000288,TAP000439,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1488,merged,2026-05-14T12:41:00,2026-05-15T17:38:00,hyusuf@northharbor.health,true
WBK000289,TAP000440,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1489,closed,2026-05-27T18:27:00,,dpalmer@northharbor.health,true
WBK000290,TAP000442,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1490,merged,2026-05-22T18:24:00,2026-05-22T23:20:00,ptran@northharbor.health,true
WBK000291,TAP000443,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1491,merged,2026-05-07T16:13:00,2026-05-09T10:46:00,egarrido@northharbor.health,true
WBK000292,TAP000444,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1492,merged,2026-05-15T12:11:00,2026-05-15T16:54:00,egarrido@northharbor.health,true
WBK000293,TAP000445,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1493,merged,2026-05-15T05:22:00,2026-05-16T06:58:00,dpalmer@northharbor.health,true
WBK000294,TAP000446,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1494,merged,2026-05-11T20:09:00,2026-05-13T03:16:00,ptran@northharbor.health,true
WBK000295,TAP000447,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1495,merged,2026-05-29T14:22:00,2026-05-30T09:29:00,egarrido@northharbor.health,true
WBK000296,TAP000448,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1496,merged,2026-05-22T23:36:00,2026-05-23T16:48:00,swhitaker@northharbor.health,true
WBK000297,TAP000449,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1497,merged,2026-05-16T13:51:00,2026-05-16T22:10:00,egarrido@northharbor.health,true
WBK000298,TAP000451,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1498,merged,2026-05-03T13:14:00,2026-05-04T07:31:00,mkeller@northharbor.health,true
WBK000299,TAP000452,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1499,merged,2026-05-27T10:14:00,2026-05-27T15:13:00,mkeller@northharbor.health,true
WBK000300,TAP000453,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1500,open,2026-05-03T02:24:00,,mkeller@northharbor.health,true
WBK000301,TAP000454,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1501,merged,2026-05-30T10:26:00,2026-05-31T00:25:00,dpalmer@northharbor.health,true
WBK000302,TAP000455,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1502,open,2026-05-10T19:32:00,,egarrido@northharbor.health,true
WBK000303,TAP000458,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1503,open,2026-05-15T16:38:00,,dpalmer@northharbor.health,true
WBK000304,TAP000459,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1504,merged,2026-05-14T11:11:00,2026-05-15T17:59:00,ptran@northharbor.health,true
WBK000305,TAP000460,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1505,merged,2026-05-13T20:06:00,2026-05-15T11:23:00,ptran@northharbor.health,true
WBK000306,TAP000461,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1506,merged,2026-05-03T12:14:00,2026-05-04T22:02:00,ptran@northharbor.health,true
WBK000307,TAP000462,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1507,merged,2026-05-29T20:24:00,2026-05-30T23:58:00,hyusuf@northharbor.health,true
WBK000308,TAP000463,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1508,merged,2026-05-18T17:30:00,2026-05-20T11:27:00,dpalmer@northharbor.health,true
WBK000309,TAP000464,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1509,merged,2026-05-03T23:14:00,2026-05-04T15:39:00,egarrido@northharbor.health,true
WBK000310,TAP000465,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1510,merged,2026-05-26T16:44:00,2026-05-27T16:00:00,swhitaker@northharbor.health,true
WBK000311,TAP000466,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1511,merged,2026-05-11T10:10:00,2026-05-11T14:12:00,swhitaker@northharbor.health,true
WBK000312,TAP000467,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1512,merged,2026-05-16T15:31:00,2026-05-17T18:57:00,swhitaker@northharbor.health,true
WBK000313,TAP000468,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1513,merged,2026-05-24T21:09:00,2026-05-26T02:23:00,hyusuf@northharbor.health,true
WBK000314,TAP000471,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1514,merged,2026-05-25T13:27:00,2026-05-27T04:26:00,swhitaker@northharbor.health,true
WBK000315,TAP000472,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1515,open,2026-05-15T15:19:00,,hyusuf@northharbor.health,true
WBK000316,TAP000473,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1516,merged,2026-05-17T12:37:00,2026-05-19T03:55:00,egarrido@northharbor.health,true
WBK000317,TAP000474,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1517,merged,2026-05-02T16:22:00,2026-05-03T17:58:00,mkeller@northharbor.health,true
WBK000318,TAP000475,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1518,closed,2026-05-10T06:46:00,,hyusuf@northharbor.health,true
WBK000319,TAP000476,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1519,merged,2026-05-20T12:27:00,2026-05-20T23:37:00,swhitaker@northharbor.health,true
WBK000320,TAP000477,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1520,open,2026-05-29T16:13:00,,ptran@northharbor.health,true
WBK000321,TAP000479,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1521,merged,2026-05-08T16:41:00,2026-05-10T05:57:00,mkeller@northharbor.health,true
